"state","year","treated","baseline_emissions","coal_share","income_pc","elec_price","time_trend","co2_power_pc_tons"
"AK",2002,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-0.3,10.4264018766373
"AK",2003,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-0.45,9.51869460407768
"AK",2004,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-0.6,9.76935803725647
"AK",2005,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-0.75,10.2582547240814
"AK",2006,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-0.9,9.72236324904464
"AK",2007,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-1.05,9.32302338303303
"AK",2008,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-1.2,10.4379425928575
"AK",2009,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-1.35,9.61042323510624
"AK",2010,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-1.5,9.32138543697395
"AK",2011,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-1.65,8.52621241697276
"AK",2012,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-1.8,8.97214169900685
"AK",2013,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-1.95,8.9644694674857
"AK",2014,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-2.1,9.14798217064119
"AK",2015,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-2.25,8.99034914404558
"AK",2016,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-2.4,8.35999754770313
"AK",2017,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-2.55,7.68034109338091
"AK",2018,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-2.7,8.47659760511255
"AK",2019,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-2.85,7.71080487561248
"AK",2020,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-3,8.77634605091873
"AK",2021,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-3.15,8.52120708269171
"AK",2022,0,10.2543965563348,0.387743577617221,54525.2792635687,0.113306788408895,-3.3,6.53424089161354
"AZ",2000,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,0,12.7669147850446
"AZ",2001,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-0.15,13.2575612959877
"AZ",2002,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-0.3,12.599921148497
"AZ",2003,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-0.45,12.5494301103434
"AZ",2004,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-0.6,11.4970962068361
"AZ",2005,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-0.75,11.8884528356582
"AZ",2006,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-0.9,11.0193401437458
"AZ",2007,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-1.05,10.5414378904042
"AZ",2008,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-1.2,11.2849915998787
"AZ",2009,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-1.35,11.0127028674508
"AZ",2010,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-1.5,10.7486176644187
"AZ",2011,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-1.65,10.3966677954979
"AZ",2012,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-1.8,10.6210863529289
"AZ",2013,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-1.95,9.39152015144036
"AZ",2014,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-2.1,9.5578412843312
"AZ",2015,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-2.25,9.90493054076343
"AZ",2016,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-2.4,9.60575473847099
"AZ",2017,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-2.55,9.53090272922189
"AZ",2018,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-2.7,9.50526471156427
"AZ",2019,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-2.85,9.3475227936398
"AZ",2020,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-3,9.47936264304172
"AZ",2021,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-3.15,8.88689553603592
"AZ",2022,0,12.5802949656993,0.238536907266825,48127.1817513497,0.134799635383633,-3.3,9.26425384646619
"AR",2000,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,0,13.59813593973
"AR",2001,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-0.15,12.7778465632597
"AR",2002,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-0.3,12.7652953117573
"AR",2003,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-0.45,12.6831211514159
"AR",2004,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-0.6,12.5066338579942
"AR",2005,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-0.75,12.2631090816086
"AR",2006,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-0.9,12.225794290267
"AR",2007,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-1.05,11.983730592407
"AR",2008,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-1.2,12.0973164585441
"AR",2009,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-1.35,11.7604618656175
"AR",2010,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-1.5,10.3954344378521
"AR",2011,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-1.65,11.6981861013599
"AR",2012,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-1.8,12.0115891449316
"AR",2013,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-1.95,10.9423904096957
"AR",2014,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-2.1,10.4625094137753
"AR",2015,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-2.25,10.8152753252443
"AR",2016,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-2.4,10.7512518721018
"AR",2017,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-2.55,11.7292615676147
"AR",2018,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-2.7,9.27030166641515
"AR",2019,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-2.85,9.14679800801829
"AR",2020,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-3,10.003570691809
"AR",2021,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-3.15,9.31018118428881
"AR",2022,0,12.8683446633195,0.333083944534883,50691.4146933161,0.142391780608758,-3.3,9.59025113323922
"CA",2000,0,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,0,13.8643733193412
"CA",2001,0,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-0.15,13.9311101553373
"CA",2002,0,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-0.3,12.8208132060985
"CA",2003,0,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-0.45,13.2210191788508
"CA",2004,0,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-0.6,12.7120391564702
"CA",2005,0,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-0.75,12.7732849671595
"CA",2006,0,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-0.9,11.9860865613801
"CA",2007,0,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-1.05,12.393646270499
"CA",2008,0,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-1.2,12.0431681595363
"CA",2009,0,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-1.35,11.5070291473903
"CA",2010,0,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-1.5,11.7702913216615
"CA",2011,0,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-1.65,11.6074584125941
"CA",2012,0,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-1.8,11.7480168764478
"CA",2013,1,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-1.95,10.668185969723
"CA",2014,1,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-2.1,10.493439534202
"CA",2015,1,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-2.25,10.3187021707736
"CA",2016,1,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-2.4,9.45834117159911
"CA",2017,1,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-2.55,9.73374996131962
"CA",2018,1,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-2.7,8.80310297488767
"CA",2019,1,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-2.85,8.65477871567852
"CA",2020,1,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-3,8.80847704501546
"CA",2021,1,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-3.15,8.94199963254028
"CA",2022,1,12.9759020320918,0.396298749279231,57296.4924103564,0.0935231401136278,-3.3,8.77303493141504
"CO",2000,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,0,12.1650076380768
"CO",2001,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-0.15,10.8131123666785
"CO",2002,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-0.3,11.2100988032216
"CO",2003,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-0.45,10.2484791945541
"CO",2004,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-0.6,10.6219720116615
"CO",2005,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-0.75,10.6882461180385
"CO",2006,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-0.9,10.1384433475809
"CO",2007,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-1.05,9.74378508289609
"CO",2008,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-1.2,10.1505124718643
"CO",2009,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-1.35,9.32391333945264
"CO",2010,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-1.5,10.8272614347852
"CO",2011,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-1.65,9.1859290996046
"CO",2012,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-1.8,9.05277677027845
"CO",2013,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-1.95,9.73785187592978
"CO",2014,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-2.1,9.23220983322118
"CO",2015,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-2.25,8.28105308067369
"CO",2016,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-2.4,9.53653509729098
"CO",2017,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-2.55,9.5803273335298
"CO",2018,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-2.7,8.42480605335696
"CO",2019,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-2.85,8.54371106598008
"CO",2020,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-3,8.64627894881992
"CO",2021,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-3.15,8.51479229455729
"CO",2022,0,12.148399702632,0.187309222319163,58277.7617388566,0.175477860600912,-3.3,7.57270698135892
"CT",2000,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,0,10.9121800444011
"CT",2001,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-0.15,10.2607319197125
"CT",2002,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-0.3,10.9799204061908
"CT",2003,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-0.45,10.6821637338349
"CT",2004,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-0.6,10.9842737467003
"CT",2005,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-0.75,9.69419880022143
"CT",2006,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-0.9,10.6763702898098
"CT",2007,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-1.05,9.35600943034942
"CT",2008,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-1.2,10.6198278543583
"CT",2009,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-1.35,10.4786125998568
"CT",2010,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-1.5,9.61338850349186
"CT",2011,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-1.65,9.59520456212055
"CT",2012,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-1.8,9.38724398162525
"CT",2013,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-1.95,9.50339719860868
"CT",2014,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-2.1,9.091080472686
"CT",2015,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-2.25,9.34771068932346
"CT",2016,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-2.4,8.74698123827347
"CT",2017,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-2.55,9.32848519080061
"CT",2018,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-2.7,8.63973401021032
"CT",2019,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-2.85,9.00960347612972
"CT",2020,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-3,9.45155257939993
"CT",2021,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-3.15,7.74024941730642
"CT",2022,0,10.568969080683,0.378166189673357,43358.8268224784,0.0957196825031494,-3.3,8.16147775366754
"DE",2000,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,0,11.5576362633328
"DE",2001,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-0.15,11.7583833060696
"DE",2002,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-0.3,11.7759669685877
"DE",2003,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-0.45,10.8879533848259
"DE",2004,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-0.6,11.1559216844937
"DE",2005,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-0.75,10.7927024362778
"DE",2006,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-0.9,11.1080227771012
"DE",2007,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-1.05,10.9639454266632
"DE",2008,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-1.2,10.2217778421281
"DE",2009,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-1.35,10.0676593526203
"DE",2010,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-1.5,11.1009216848588
"DE",2011,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-1.65,10.4808670371191
"DE",2012,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-1.8,10.6167336242399
"DE",2013,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-1.95,10.2841233635312
"DE",2014,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-2.1,10.1302006726198
"DE",2015,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-2.25,10.2136439029295
"DE",2016,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-2.4,10.1723967502807
"DE",2017,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-2.55,10.0556503975291
"DE",2018,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-2.7,9.50895109178466
"DE",2019,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-2.85,8.4433623635422
"DE",2020,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-3,8.97839380118196
"DE",2021,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-3.15,8.76370500442185
"DE",2022,0,11.4224061747231,0.406210664915852,49309.332095026,0.0764164595972714,-3.3,8.59153281886865
"FL",2000,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,0,11.0053671138199
"FL",2001,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-0.15,11.7415901997229
"FL",2002,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-0.3,11.2382245956673
"FL",2003,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-0.45,11.2396212917277
"FL",2004,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-0.6,10.7399044376487
"FL",2005,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-0.75,10.5761011085835
"FL",2006,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-0.9,10.2072226412653
"FL",2007,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-1.05,10.4939684651188
"FL",2008,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-1.2,9.77655893902647
"FL",2009,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-1.35,10.0917365045801
"FL",2010,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-1.5,8.87636133458198
"FL",2011,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-1.65,9.68763026829052
"FL",2012,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-1.8,9.62137298385741
"FL",2013,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-1.95,9.96511603447878
"FL",2014,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-2.1,9.30320973181102
"FL",2015,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-2.25,9.55380443836192
"FL",2016,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-2.4,8.92264375085206
"FL",2017,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-2.55,8.48804511117723
"FL",2018,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-2.7,9.06705478992716
"FL",2019,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-2.85,7.37765380050301
"FL",2020,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-3,8.5647655130857
"FL",2021,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-3.15,8.67294032268391
"FL",2022,0,12.2145439795139,0.243694690079428,67899.8230625991,0.0844180707678899,-3.3,7.74484881130717
"GA",2000,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,0,12.1838560172641
"GA",2001,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-0.15,11.4615175782408
"GA",2002,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-0.3,11.1715813633388
"GA",2003,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-0.45,10.9061627096673
"GA",2004,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-0.6,11.9002378346002
"GA",2005,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-0.75,11.4124589011803
"GA",2006,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-0.9,10.543569254542
"GA",2007,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-1.05,9.89143728523023
"GA",2008,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-1.2,11.0618633060294
"GA",2009,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-1.35,10.4028884498582
"GA",2010,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-1.5,10.621197385224
"GA",2011,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-1.65,10.3147557169263
"GA",2012,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-1.8,10.4244563819815
"GA",2013,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-1.95,8.9735918710159
"GA",2014,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-2.1,10.2230653592054
"GA",2015,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-2.25,9.68288520956131
"GA",2016,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-2.4,9.45122294310028
"GA",2017,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-2.55,9.00256672541535
"GA",2018,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-2.7,8.62300549057937
"GA",2019,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-2.85,8.87986017911036
"GA",2020,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-3,8.74886554707215
"GA",2021,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-3.15,7.53935823799115
"GA",2022,0,10.7431386456752,0.518756689759903,53293.5819769429,0.125873878159789,-3.3,8.68209054607139
"HI",2000,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,0,8.66523817235195
"HI",2001,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-0.15,7.80840466508921
"HI",2002,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-0.3,8.19135733507847
"HI",2003,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-0.45,7.80158547668987
"HI",2004,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-0.6,8.59223908378546
"HI",2005,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-0.75,6.80757205411778
"HI",2006,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-0.9,7.26196143297981
"HI",2007,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-1.05,6.9320921847491
"HI",2008,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-1.2,7.31511468523677
"HI",2009,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-1.35,6.98440724515804
"HI",2010,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-1.5,6.59472544594089
"HI",2011,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-1.65,6.3211542219365
"HI",2012,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-1.8,7.5649166118622
"HI",2013,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-1.95,6.67938921794552
"HI",2014,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-2.1,6.75439959301135
"HI",2015,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-2.25,7.01184320662155
"HI",2016,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-2.4,6.6975073206351
"HI",2017,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-2.55,4.76309259690867
"HI",2018,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-2.7,7.02054416712679
"HI",2019,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-2.85,6.34293494825503
"HI",2020,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-3,5.25507951569617
"HI",2021,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-3.15,5.49428005348918
"HI",2022,0,8.25285650586059,0.316659532859921,44087.9911075446,0.0862224309855774,-3.3,4.78164796231603
"ID",2000,0,11.707579645067,0.492077722353861,38220.1244310275,0.118241798236565,0,12.0763280906828
"ID",2001,0,11.707579645067,0.492077722353861,38220.1244310275,0.118241798236565,-0.15,13.0550846613145
"ID",2002,0,11.707579645067,0.492077722353861,38220.1244310275,0.118241798236565,-0.3,12.8529437133406
"ID",2003,0,11.707579645067,0.492077722353861,38220.1244310275,0.118241798236565,-0.45,12.4982989276261
"ID",2004,0,11.707579645067,0.492077722353861,38220.1244310275,0.118241798236565,-0.6,12.2262882220512
