"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/12/2019","AQS","040130019","1","34","ppb","32","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/13/2019","AQS","040130019","1","30","ppb","28","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/14/2019","AQS","040130019","1","33","ppb","31","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/15/2019","AQS","040130019","1","27","ppb","25","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/16/2019","AQS","040130019","1","31","ppb","29","WEST PHOENIX","22","92.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/17/2019","AQS","040130019","1","35","ppb","33","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/18/2019","AQS","040130019","1","39","ppb","37","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/19/2019","AQS","040130019","1","36","ppb","34","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/20/2019","AQS","040130019","1","39","ppb","37","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/21/2019","AQS","040130019","1","31","ppb","29","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/22/2019","AQS","040130019","1","32","ppb","30","WEST PHOENIX","22","92.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/23/2019","AQS","040130019","1","35","ppb","33","WEST PHOENIX","22","92.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/24/2019","AQS","040130019","1","37","ppb","35","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/25/2019","AQS","040130019","1","48","ppb","45","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/26/2019","AQS","040130019","1","43","ppb","41","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/27/2019","AQS","040130019","1","43","ppb","41","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/28/2019","AQS","040130019","1","42","ppb","40","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/29/2019","AQS","040130019","1","45","ppb","42","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/30/2019","AQS","040130019","1","46","ppb","43","WEST PHOENIX","22","92.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/31/2019","AQS","040130019","1","42","ppb","40","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/01/2019","AQS","040130019","1","42","ppb","40","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/02/2019","AQS","040130019","1","32","ppb","30","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/03/2019","AQS","040130019","1","22","ppb","21","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/04/2019","AQS","040130019","1","25","ppb","24","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/05/2019","AQS","040130019","1","31","ppb","29","WEST PHOENIX","22","92.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/06/2019","AQS","040130019","1","19","ppb","18","WEST PHOENIX","23","96.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/07/2019","AQS","040130019","1","35","ppb","33","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/08/2019","AQS","040130019","1","42","ppb","40","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/09/2019","AQS","040130019","1","34","ppb","32","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/10/2019","AQS","040130019","1","39","ppb","37","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/11/2019","AQS","040130019","1","38","ppb","36","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/12/2019","AQS","040130019","1","45","ppb","42","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/13/2019","AQS","040130019","1","43","ppb","41","WEST PHOENIX","22","92.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/14/2019","AQS","040130019","1","35","ppb","33","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/15/2019","AQS","040130019","1","23","ppb","22","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/16/2019","AQS","040130019","1","21","ppb","20","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/17/2019","AQS","040130019","1","29","ppb","27","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/18/2019","AQS","040130019","1","15","ppb","14","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/19/2019","AQS","040130019","1","30","ppb","28","WEST PHOENIX","21","88.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/20/2019","AQS","040130019","1","29","ppb","27","WEST PHOENIX","22","92.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/21/2019","AQS","040130019","1","21","ppb","20","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/22/2019","AQS","040130019","1","26","ppb","25","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/23/2019","AQS","040130019","1","36","ppb","34","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/24/2019","AQS","040130019","1","36","ppb","34","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/25/2019","AQS","040130019","1","44","ppb","42","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/26/2019","AQS","040130019","1","45","ppb","42","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/27/2019","AQS","040130019","1","47","ppb","44","WEST PHOENIX","22","92.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/28/2019","AQS","040130019","1","41","ppb","39","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/01/2019","AQS","040130019","1","39","ppb","37","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/02/2019","AQS","040130019","1","37","ppb","35","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/03/2019","AQS","040130019","1","36","ppb","34","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/04/2019","AQS","040130019","1","38","ppb","36","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/05/2019","AQS","040130019","1","47","ppb","44","WEST PHOENIX","22","92.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/06/2019","AQS","040130019","1","40","ppb","38","WEST PHOENIX","23","96.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/07/2019","AQS","040130019","1","32","ppb","30","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/08/2019","AQS","040130019","1","19","ppb","18","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/09/2019","AQS","040130019","1","35","ppb","33","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/10/2019","AQS","040130019","1","34","ppb","32","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/11/2019","AQS","040130019","1","31","ppb","29","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/12/2019","AQS","040130019","1","14","ppb","13","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/13/2019","AQS","040130019","1","11","ppb","10","WEST PHOENIX","21","88.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/14/2019","AQS","040130019","1","36","ppb","34","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/15/2019","AQS","040130019","1","33","ppb","31","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/16/2019","AQS","040130019","1","30","ppb","28","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/17/2019","AQS","040130019","1","37","ppb","35","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/18/2019","AQS","040130019","1","41","ppb","39","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/19/2019","AQS","040130019","1","41","ppb","39","WEST PHOENIX","22","92.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/20/2019","AQS","040130019","1","33","ppb","31","WEST PHOENIX","21","88.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/21/2019","AQS","040130019","1","33","ppb","31","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/22/2019","AQS","040130019","1","41","ppb","39","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/23/2019","AQS","040130019","1","39","ppb","37","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/24/2019","AQS","040130019","1","43","ppb","41","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/25/2019","AQS","040130019","1","42","ppb","40","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/26/2019","AQS","040130019","1","48","ppb","45","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/27/2019","AQS","040130019","1","51","ppb","48","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/28/2019","AQS","040130019","1","39","ppb","37","WEST PHOENIX","22","92.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/29/2019","AQS","040130019","1","34","ppb","32","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/30/2019","AQS","040130019","1","36","ppb","34","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/31/2019","AQS","040130019","1","46","ppb","43","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/01/2019","AQS","040130019","1","49","ppb","46","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/02/2019","AQS","040130019","1","36","ppb","34","WEST PHOENIX","21","88.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/03/2019","AQS","040130019","1","38","ppb","36","WEST PHOENIX","23","96.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/04/2019","AQS","040130019","1","34","ppb","32","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/05/2019","AQS","040130019","1","36","ppb","34","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/06/2019","AQS","040130019","1","33","ppb","31","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/07/2019","AQS","040130019","1","26","ppb","25","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/08/2019","AQS","040130019","1","45","ppb","42","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/09/2019","AQS","040130019","1","32","ppb","30","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/10/2019","AQS","040130019","1","11","ppb","10","WEST PHOENIX","22","92.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/11/2019","AQS","040130019","1","25","ppb","24","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/12/2019","AQS","040130019","1","12","ppb","11","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/13/2019","AQS","040130019","1","40","ppb","38","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/14/2019","AQS","040130019","1","38","ppb","36","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/15/2019","AQS","040130019","1","41","ppb","39","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/16/2019","AQS","040130019","1","25","ppb","24","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/17/2019","AQS","040130019","1","29","ppb","27","WEST PHOENIX","22","92.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/18/2019","AQS","040130019","1","44","ppb","42","WEST PHOENIX","21","88.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/19/2019","AQS","040130019","1","43","ppb","41","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/20/2019","AQS","040130019","1","38","ppb","36","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/21/2019","AQS","040130019","1","12","ppb","11","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/22/2019","AQS","040130019","1","34","ppb","32","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/23/2019","AQS","040130019","1","29","ppb","27","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/24/2019","AQS","040130019","1","32","ppb","30","WEST PHOENIX","22","92.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/25/2019","AQS","040130019","1","45","ppb","42","WEST PHOENIX","24","100.0000","42602","Nitrogen dioxide (NO2)","099","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
