plot,vpd,density,perinc,dbh,year
100,9.382850877192984,59.23999422,0,46.02926829268293,1995
101,9.382850877192984,204.248366,0,40.692,1995
102,9.335263157894737,89.21644686,0,24.984782608695653,1995
103,8.26063725490196,286.8617326,0,29.514,1995
104,8.26063725490196,251.3826043,0,31.774,1995
105,8.26063725490196,167.1035387,0,37.06078431372549,1995
106,10.977546296296296,28.24858757,0.20930232558139536,51.93720930232558,1995
107,9.518333333333333,78.36990596,0,43.900000000000006,1995
108,9.518333333333333,121.0067764,0,62.288000000000004,1995
110,8.708541666666667,163.291966,0,36.26,1995
111,10.239791666666669,260,0,19.140384615384615,1995
112,9.82109649122807,151.2401694,0,33.94,1995
113,9.335972222222225,228.6236854,0,50.234,1995
114,10.524895833333334,200.4716981,0.09803921568627451,22.84313725490196,1995
115,9.800657894736842,27.63819095,0.030303030303030304,44.81515151515151,1995
116,9.800657894736842,207.8239609,0,64.84313725490196,1995
117,9.731622807017544,64.5994832,0,29.522000000000002,1995
118,8.517824074074074,270.1242572,0,34.726,1995
119,8.517824074074074,58.65102639,0,58.186,1995
120,13.79078947368421,42.79279279,0,33.59473684210526,1995
121,10.950462962962964,89.28571429,0.36,32.153999999999996,1995
122,8.821929824561403,85.01383946,0,16.846511627906978,1995
123,9.559791666666667,139.8210291,0.02,39.44,1995
124,8.8576041666666665,155.5352242,0,32.254901960784316,1995
125,15.148026315789474,140.8450704,0.3333333333333333,28.689583333333335,1995
126,9.283177083333332,212.585034,0,24.471999999999998,1995
127,12.924035087719298,63.69426752,0.25,26.53,1995
128,11.46451754385965,103.626943,0.45,42.379999999999995,1995
129,8.400520833333333,121.3592233,0,48.186,1995
130,8.400520833333333,527.256479,0,16.6864406779661,1995
131,8.400462962962964,366.6666667,0,25.636363636363637,1995
132,11.087791666666666,206.2706271,0,35.984,1995
133,13.120462962962964,45.40420819,0.4146341463414634,36.53414634146342,1995
134,16.28939814814815,208.0732418,0.18,8.179999999999998,1995
135,8.900263157894736,194.4768573,0,27.348,1995
136,11.257149122807018,114.2857143,0,19.755102040816325,1995
137,7.279824561403509,96.92132269,0,29.376470588235293,1995
138,14.511754385964911,91.70946442,0.26,19.76,1995
139,13.431805555555556,153.7515375,0,27.342000000000002,1995
140,11.359398148148149,78.33333333,0.3617021276595745,32.61702127659574,1995
141,8.8576041666666665,263.2964718,0,21.092,1995
142,8.109427083333333,173.852573,0,42.198,1995
143,12.153697916666667,193.7984496,0,29.073999999999998,1995
145,10.96656862745098,99.9275887,0.028985507246376812,10.299999999999992,1995
146,16.280735294117648,133.5311573,0.06666666666666667,27.686666666666667,1995
147,16.280735294117648,397.1631206,0,7.655357142857142,1995
148,9.374629629629627,402.5423729,0,22.419298245614034,1995
149,9.275555555555556,341.8803419,0,29.221153846153847,1995
150,13.920789473684213,444.4444444,0,10.466666666666667,1995
151,14.64712962962963,129.8370672,0.0392156862745098,11.239215686274509,1995
152,11.487675438596492,70.07007007,0.5,49.07857142857143,1995
153,12.55398148148148,174.5200698,0.28,27.752,1995
154,11.177941176470588,10.43841336,0.11428571428571428,45.034285714285716,1995
1,12.18468253968254,40,0,21.375,2016
2,9.330394736842106,104,0,40.972,2016
3,9.262045454545454,168.2114658,0,54.045833333333334,2016
4,9.0875,104.1666667,0,55.80888888888889,2016
5,9.477121212121212,200.080032,0,78.502,2016
6,10.676780303030304,360,0,19.62777777777778,2016
7,11.974342105263158,43.622142,0,60.56896551724138,2016
8,7.676111111111111,128.440367,0,28.764285714285716,2016
9,10.049801587301587,88.23529412,0,52.52,2016
10,13.795909090909092,85.71428571,0,10.507692307692306,2016
11,9.565714285714286,253.5730751,0.03636363636363636,19.80363636363636,2016
13,9.596628787878789,206.3862928,0.07547169811320754,31.847169811320754,2016
14,10.77431818181818,260,0.3333333333333333,18.65897435897436,2016
15,8.875198412698413,141.509434,0,18.633333333333333,2016
16,8.492698412698413,245.0980392,0,34.126,2016
17,11.188257575757577,446.6666667,0,17.802985074626868,2016
18,9.03435606060606,196.2922574,0.018518518518518517,16.316666666666666,2016
19,8.938947368421053,126.7217631,0,27.26222222222222,2016
20,8.851785714285715,162.228344,0,29.143396226415092,2016
21,9.381401515151516,252.7420124,0,23.054716981132074,2016
22,10.049801587301587,420,0,22.53968253968254,2016
23,10.263333333333334,167.3497268,0,41.33673469387755,2016
24,9.805131578947368,151.6718373,0,57.3093023255814,2016
25,8.307500000000001,117.3333333,0,27.952272727272728,2016
26,8.437777777777779,228.0701754,0,21.603846153846156,2016
28,9.113730158730158,233.1002331,0,40.352,2016
29,9.777301587301586,137.4045802,0,34.08148148148148,2016
30,8.437777777777779,340,0,26.77843137254902,2016
31,9.777301587301586,197.8350131,0,52.06792452830189,2016
32,9.777301587301586,153.8461538,0,45.96458333333333,2016
34,8.938947368421053,156.0509554,0,22.61190476190476,2016
35,17.500396825396827,148.989899,0,12.598305084745762,2016
36,13.805912698412698,36.66666667,0,22.04090909090909,2016
37,15.234545454545454,180.1801802,0.025,13.879999999999999,2016
38,12.217272727272729,30.36437247,0.7777777777777778,39.733333333333334,2016
39,12.732765151515151,50.20080321,0,35.29666666666667,2016
40,12.732765151515151,110.0110011,0.075,33.8625,2016
41,13.805912698412698,31.66666667,0.21052631578947367,11.678947368421053,2016
42,17.838293650793652,23.76708259,0,27.325,2016
43,14.56031746031746,50.15959872,0.19047619047619047,16.152380952380955,2016
44,16.07297619047619,27.5,0.3181818181818182,51.50909090909091,2016
45,10.83671052631579,83.33333333,0.06,28.759999999999998,2016
46,14.78281746031746,91.22006842,0.125,7.416666666666667,2016
47,14.78281746031746,15.15151515,0.25,66.65,2016
48,10.305745614035088,212.987013,0,24.175609756097558,2016
49,12.717208333333334,112.9032258,0.07142857142857142,32.17619047619048,2016
51,10.788333333333334,94.50171821,0.5454545454545454,21.413636363636364,2016
52,7.86094696969697,165.9863946,0,10.40983606557377,2016
53,7.92475,102.1039604,0,13.563636363636363,2016
54,10.847727272727273,90.90909091,0.3333333333333333,23.011111111111113,2016
55,9.082592592592592,313.3333333,0.023809523809523808,15.26904761904762,2016
56,7.656083333333333,136.3636364,0,22.211111111111112,2016
57,9.357539682539684,297.7346278,0,20.410869565217393,2016
58,10.845277777777778,95.23809524,0,33.5375,2016
59,8.545714285714286,317.7570093,0,20.9,2016
60,8.545714285714286,70.74279939,0,33.50238095238095,2016
61,13.854920634920637,16,0,15.514285714285714,2016
62,8.384675925925926,162.835249,0,10.465517241379311,2016
63,9.448968253968252,483.3333333,0,12.127586206896552,2016
64,7.017936507936508,70.67812798,0,10.586486486486487,2016
65,9.08047619047619,143.1492843,0,11.89047619047619,2016
66,10.605079365079366,326.6666667,0,10.142857142857142,2016
67,10.615340909090907,185.8045336,0.02,36.676,2016
68,11.91781746031746,165.4601861,0,33.47872340425532,2016
69,14.701746031746032,35.49382716,0,87.06521739130434,2016
70,13.453055555555556,95,0.07894736842105263,60.45263157894737,2016
71,8.792314814814814,129.4390972,0,24,2016
72,15.19654761904762,7.194244604,0,107.4,2016
73,10.73125,137.4045802,0,27.594444444444445,2016
74,10.8595,97.26443769,0,65.60833333333333,2016
75,10.73125,132.9243354,0.019230769230769232,19.71153846153846,2016
76,7.92475,58.11623246,0,28.427586206896553,2016
77,8.421333333333333,280.5836139,0,12.308,2016
78,8.961704545454545,373.3333333,0.125,23.05892857142857,2016
79,8.250166666666667,66.30434783,0,43.67049180327869,2016
80,7.967,333.3333333,0,13.791836734693877,2016
82,7.487625,198.8862371,0,21.122,2016
83,7.730166666666666,225.8355917,0,21.773999999999997,2016
84,7.56420634920635,322.2703223,0,10.27462686567164,2016
85,7.087166666666667,241.4772727,0.0196078431372549,15.419607843137255,2016
86,8.786865079365079,173.0769231,0,4.67037037037037,2016
87,10.61212962962963,233.8129496,0.019230769230769232,19.62857142857143,2016
88,11.96861111111111,30.21148036,0.06666666666666667,40.443333333333335,2016
89,10.90824074074074,386.6666667,0.037037037037037035,18.48148148148148,2016
90,11.244907407407409,125.2191335,0,28.12162162162162,2016
91,11.244907407407409,85.48530721,0.020833333333333332,34.12916666666667,2016
92,9.811666666666667,128.8244767,0,42.65833333333333,2016
93,9.811666666666667,325.8145363,0.020833333333333332,22.952083333333334,2016
94,11.784398148148147,37.02090592,0.029411764705882353,49.364705882352936,2016
95,14.651833333333334,44.57364341,0,31.786956521739132,2016
96,11.89670634920635,300,0,17.344444444444445,2016
97,14.850291666666667,22.5,0,45.45,2016
98,9.848657407407408,340,0,33.891836734693875,2016
99,9.848657407407408,181.4814815,0,50.53061224489796,2016
100,10.872375,70.70707071,0,41.89183673469388,2016
101,10.872375,204.248366,0,42.794,2016
102,10.925291666666666,87.20930233,0,26.204444444444444,2016
103,9.454814814814815,292.5989673,0,34.278,2016
104,9.454814814814815,276.5208648,0,31.51,2016
105,9.454814814814815,173.6566186,0,39.32884615384615,2016
106,12.232324561403509,91.86351706,0.03597122302158273,12.946906474820155,2016
107,11.011911764705882,103.4482759,0.0196078431372549,41.98627450980392,2016
108,11.011911764705882,111.3262343,0.044444444444444446,61.55111111111111,2016
110,9.70450980392157,156.7602874,0,38.43125,2016
111,11.510441176470588,210,0.023809523809523808,24.454761904761906,2016
112,11.127166666666668,145.1905626,0.3125,41.48125,2016
113,10.493026315789471,123.7373737,0,52.65102040816327,2016
114,12.003186274509805,129.7169811,0.4,17.176666666666666,2016
115,11.050958333333334,30.15075377,0,45.65277777777778,2016
116,11.050958333333334,211.8989405,0,66.5576923076923,2016
117,11.009083333333333,23.33333333,0.14285714285714285,33.85357142857143,2016
118,9.498026315789474,280.9292274,0.019230769230769232,37.03269230769231,2016
119,9.498026315789474,59.82404692,0,55.95882352941177,2016
120,15.979,38.46893633,0.1,42.24,2016
121,12.393245614035088,36.82072118,0.034482758620689655,51.41379310344828,2016
122,10.528333333333332,116.4483261,0.020833333333333332,18.875,2016
123,10.87029411764706,151.0067114,0.018867924528301886,40.75283018867925,2016
124,10.037009803921569,164.765526,0,38.93404255319149,2016
125,16.777916666666666,132.0422535,0.022222222222222223,29.099999999999998,2016
126,10.43514705882353,238.0952381,0.0425531914893617,25.431914893617023,2016
127,14.466833333333334,39.43661972,0.07142857142857142,24.53214285714286,2016
128,13.00825,33.43949045,0.5238095238095238,68.29523809523809,2016
129,9.34171568627451,123.7864078,0,50.24285714285715,2016
130,9.34171568627451,598.7488829,0,18.3,2016
131,9.450482456140351,346.6666667,0,28.7,2016
132,12.692579365079364,152.640264,0.40540540540540543,40.72702702702703,2016
133,14.638684210526316,62,0.04918032786885246,24.742622950819676,2016
134,17.91043859649123,77.51937984,0,18.486363636363635,2016
135,10.476666666666668,194.4768573,0.04,30.26,2016
136,13.183875,114.2857143,0.10204081632653061,20.53061224489796,2016
137,8.495916666666666,119.7263398,0,29.331746031746032,2016
138,16.0905,65.78947368,0,26.825000000000003,2016
139,14.73561403508772,162.9766298,0.018867924528301886,28.769811320754716,2016
140,12.702763157894736,48.75,0.2564102564102564,35.02307692307692,2016
141,10.037009803921569,426.5402844,0,21.98888888888889,2016
142,9.108186274509803,170.3755216,0,48.010416666666664,2016
143,13.887941176470587,158.9147287,0.0975609756097561,25.31219512195122,2016
145,12.461527777777778,37.33333333,0,21.917857142857144,2016
146,18.001296296296296,28.47754655,0,62.52307692307692,2016
147,18.001296296296296,69.98250437,0.037037037037037035,19.31111111111111,2016
148,11.028815789473684,420.2898551,0.08620689655172414,23.825862068965517,2016
149,10.510087719298246,295.8579882,0.17777777777777778,36.21333333333333,2016
150,16.039833333333334,272.7768685,0.04,10.67,2016
151,15.813070175438597,30.58103976,0,23.191666666666666,2016
152,12.788791666666668,52.71317829,0.17647058823529413,46.194117647058825,2016
153,14.20565789473684,56.61712668,0,43.55625,2016
154,12.945694444444444,7.157769162,0.041666666666666664,65.90416666666667,2016
